dataset,seed,teacher_acc,tiny_supervised_acc,tiny_distilled_acc,distill_gain
CiteSeer,1,0.7070000171661377,0.7040000557899475,0.7000000476837158,-0.0040000081062316895
CiteSeer,2,0.7130000591278076,0.7090000510215759,0.718000054359436,0.009000003337860107
CiteSeer,3,0.706000030040741,0.6950000524520874,0.6740000247955322,-0.021000027656555176
CiteSeer,4,0.7070000171661377,0.7100000381469727,0.6970000267028809,-0.013000011444091797
CiteSeer,5,0.7160000205039978,0.7220000624656677,0.718000054359436,-0.0040000081062316895
